WKT,ID,NAME,TAGS,WEBSITE,ADDRESS,PHONE,HOURS,CREATED_AT,UPDATED_AT,GEOMETRY_X,GEOMETRY_Y
"POINT (175.050350000006318 -36.795069999995853)",1030070,Waiheke Woolworths,supermarket,http://www.progressive.co.nz,"Ostend Road, Waiheke",(09) 372 1040,"Mon-Sun, 7am-9pm",2006-08-31 13:53:04,2007-01-15 09:41:53,175.05035,-36.79507
"POINT (174.731873000002565 -36.854350999998488)",1030090,Grey Lynn Woolworths,supermarket,http://www.progressive.co.nz,"271 Richmond Road, Grey Lynn",(09) 378 8631,"Mon - Sun, 6am - midnight",2006-08-31 13:53:05,2006-09-01 11:55:27,174.731873,-36.854351
"POINT (174.906710000004267 -36.899150999997303)",1030270,Highland Park Foodtown,supermarket,http://www.progressive.co.nz,"Cnr Aviemore Dr & Pakuranga Highway, Highland Park Mall, Highland Park",(09) 534 7149,"Mon - Sun, 7am - 10pm",2006-08-31 13:53:09,2007-01-25 15:52:23,174.90671,-36.899151
"POINT (174.927642000004539 -36.913648999997115)",1030260,Meadowlands Woolworths,supermarket,http://www.progressive.co.nz,"Cnr Meadowlands Drive & Whitford Rd, Meadowlands",(09) 533 7270,"Mon - Sun, 7am - 11pm",2006-08-31 13:53:09,2006-09-20 12:11:00,174.927642,-36.913649
"POINT (168.325465999983408 -46.141559999085985)",1030510,New World Winton,"supermarket, Lotto",http://www.newworld.co.nz,"293 Great North Road, Winton",(03) 236 7120,"Mon-Wed 8am-7pm, Thurs-Fri 8am-8pm,Sat-Sun 9am-7pm",2006-08-31 14:05:09,2007-03-18 14:59:40,168.325466,-46.1415599991
"POINT (168.361658999990681 -46.427303999120454)",1030500,New World Elles Road,"supermarket, Lotto",http://www.newworld.co.nz,"244 Elles Road, Invercargill",(03) 218 6811,"8am-9pm, 7 days a week",2006-08-31 14:05:09,2007-03-29 13:02:32,168.361659,-46.4273039991
"POINT (171.226371999997781 -44.390326999997392)",1030720,New World Timaru,supermarket,http://www.newworld.co.nz,"Highfield Mall, 145 Wai-iti Road, Timaru",(03) 684 5034,"Mon-Tues, Fri & Sat 8am-8pm, Wed-Thurs 8am-9pm,Sun 8.30am-7pm",2006-08-31 14:05:15,2006-09-01 11:55:30,171.226372,-44.390327
"POINT (174.706162000002365 -36.893021999998616)",1028940,PAK 'n SAVE Mt Albert,supermarket,http://www.paknsave.co.nz,"1167-1177 New North Rd, Mt Albert, Auckland",(09) 820 0218,"8am-10pm, 7 days a week",2006-08-31 11:40:21,2007-01-23 13:01:48,174.706162,-36.893022
"POINT (174.711633000002422 -36.811139999998595)",1031280,New World Birkenhead,supermarket,http://www.newworld.co.nz,"180 Mokoia Road, Birkenhead",(09) 419 8610,"8am- 10pm, 7 days a week",2006-08-31 14:05:29,2007-08-19 02:00:57,174.711633,-36.81114
"POINT (174.750978000002704 -36.848398999998388)",1031270,New World Victoria Park,"supermarket, Lotto",http://www.newworld.co.nz,"2 College Hill, Freemans Bay, Auckland",(09) 307 8400,"7am-midnight, 7 days a week",2006-08-31 14:05:29,2007-03-21 08:29:59,174.750978,-36.848399
"POINT (172.585237 -43.499445)",1029160,Wairakei SuperValue,supermarket,http://www.progressive.co.nz,"Cnr Wairakei Road & Springbank Street, Christchurch",(03) 359 8218,"Mon - Sun, 7am - 9pm",2006-08-31 13:52:43,2006-12-07 20:29:24,172.585237,-43.499445
"POINT (175.276090000010868 -37.786399999991701)",1096910,New Save Asian Supermarket Hamilton,"Supermarket, Asian food supplies",,"136 Tristram St, Hamilton",(07) 834 9989,7 days,2007-03-29 11:55:20,2007-03-29 11:55:20,175.27609,-37.7864
"POINT (168.942456999926037 -46.099768999608074)",1030480,New World Gore,"supermarket, Lotto",http://www.newworld.co.nz,"2 Irk Street, Gore",(03) 208 4139,"Mon-Fri 7.30am-9pm, Sat & Sun 8am-9pm",2006-08-31 14:05:09,2007-03-29 13:15:23,168.942457,-46.0997689996
"POINT (174.869654000003436 -41.223701999996905)",1119230,Davis Trading,Asian supermarket chinese oriental,http://www.chinaclick.co.nz,20 te puni street petone,04 568 2009,,2008-01-03 09:59:08,2008-01-03 09:59:08,174.869654,-41.223702
"POINT (175.041007000005749 -39.926147999995081)",1030910,New World Wanganui,"supermarket, Lotto",http://www.newworld.co.nz,"374 Victoria Ave, Wanganui",(06) 349 0990,"7am-10pm, 7 days a week",2006-08-31 14:05:20,2007-05-14 22:51:42,175.041007,-39.926148
"POINT (174.908288000003836 -41.209025999996477)",1030860,New World Hutt City,"supermarket, Lotto",http://www.newworld.co.nz,"Bloomfield Terrace, Lower Hutt",(04) 569 3027,7am-10pm 7 Days,2006-08-31 14:05:18,2007-05-07 16:47:26,174.908288,-41.209026
"POINT (174.944530000004704 -37.06394399999693)",1030050,Papakura Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"2 Averill St, Papakura",(09) 298 5406,"Mon - Sun, 24 Hours",2006-08-31 13:53:04,2008-04-22 23:20:26,174.94453,-37.063944
"POINT (174.965924000004463 -41.170533999995797)",1055330,Pomare Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"1333 High Street, Taita, Lower Hutt",(04) 567 3958,,2006-10-29 13:27:36,2007-01-23 13:09:50,174.965924,-41.170534
"POINT (175.773938000030796 -38.370184999971805)",1056200,Mangakino Four Square,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"Civic Centre, Rangatira Drive, Mangakino",(07) 882 8112,,2006-10-29 13:28:19,2007-11-16 11:13:19,175.773938,-38.370185
"POINT (176.256936000073296 -38.143670999927245)",1055900,Te Ngae Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Te Ngae Shopping Centre, 10 Te Ngae Rd, Te Ngae, Rotorua",(07) 345 3380,,2006-10-29 13:28:04,2006-10-29 13:28:05,176.256936,-38.1436709999
"POINT (176.9950570002147 -37.951016999755687)",1031070,New World Whakatane,"supermarket, Lotto",http://www.newworldwhakatane.co.nz/,"51 Kakahoroa Drive, Whakatane",(07) 306 0400,"8am-9pm, 7 days a week",2006-08-31 14:05:24,2007-07-25 12:18:40,176.995057,-37.9510169998
"POINT (173.278159 -41.275404)",1030700,New World Nelson,"supermarket, Lotto",http://www.newworld.co.nz,"Cnr Vanguard Street & Gloucester Street, Nelson",(03) 548 9111,"Mon-Sun 8am-8pm, 7 Days a week",2006-08-31 14:05:14,2007-06-23 23:23:46,173.278159,-41.275404
"POINT (175.649214000021658 -40.957603999975177)",1030970,New World Kuripuni,supermarket,http://www.newworld.co.nz,"432 Queen Street,Kuripuni,  Masterton",(06) 377 0850,"7 days a week, from 7.30am to 8pm",2006-08-31 14:05:21,2007-09-09 18:22:34,175.649214,-40.957604
"POINT (175.278497000010901 -37.750103999991673)",1029870,Chartwell Foodtown,supermarket,http://www.progressive.co.nz,"Lyndon Court, Chartwell, Hamilton",(07) 855 6069,"Mon - Sun, 7:30am - 9pm",2006-08-31 13:53:00,2007-01-06 19:08:38,175.278497,-37.750104
"POINT (175.662056000022204 -40.950309999974465)",1030960,New World Church Street,supermarket,http://www.newworld.co.nz,"4 Church Street, Masterton",(06) 377 0480,"8am-7pm, 7 days a week",2006-08-31 14:05:21,2006-09-01 11:55:32,175.662056,-40.95031
"POINT (168.296879000009056 -46.43199899904446)",1054520,Otatara Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"99 Dunns Road, Otatara",(03) 213 1334,,2006-10-29 13:14:21,2006-10-29 13:14:21,168.296879,-46.431998999
"POINT (175.523385000018919 -37.652559999984739)",1056220,Coronation Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"126 Studholme Street, Morrinsville",(07) 889 7683,,2006-10-29 13:28:20,2006-10-29 13:28:20,175.523385,-37.65256
"POINT (174.792765000003101 -36.82910099999814)",1056550,Calliope Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"31-33 Calliope Road, Devonport",(09) 445 3317,,2006-10-29 13:28:36,2006-10-29 13:28:36,174.792765,-36.829101
"POINT (168.392355999982129 -46.406028999155119)",1054540,Ascot Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"698 Tay Street, Invercargill",(03) 217 7106,,2006-10-29 13:14:22,2006-10-29 13:14:22,168.392356,-46.4060289992
"POINT (167.689043000390313 -46.135247998045585)",1054560,Dowlings Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"73 Main Street, Tuatapere",(03) 226 6250,,2006-10-29 13:14:23,2007-03-08 15:17:20,167.689043,-46.135247998
"POINT (172.729529 -43.154222)",1054640,Amberley Four Square Supermarket,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"94 Carters Road, Amberley",(03) 314 8229,,2006-10-29 13:27:03,2007-03-29 13:13:04,172.729529,-43.154222
"POINT (171.742539999999622 -43.886816999999667)",1054620,Hec's Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"98 Harrison Street, Ashburton",(03) 308 7711,,2006-10-29 13:27:02,2006-10-29 13:27:02,171.74254,-43.886817
"POINT (171.763206999999625 -43.903125999999702)",1054610,Netherby Four Square Supermarket,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"2 Bridge Street, Ashburton",(03) 308 6020,,2006-10-29 13:27:02,2007-05-14 22:36:51,171.763207,-43.903126
"POINT (172.685115 -42.967194)",1054640,Waikari Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"95 Princes Street, Waikari",(03) 314 4048,,2006-10-29 13:27:03,2006-10-29 13:27:03,172.685115,-42.967194
"POINT (173.039471 -42.65543)",1054650,Waiau Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"3 Lyndon Street, Waiau",(03) 315 6124,,2006-10-29 13:27:03,2006-10-29 13:27:03,173.039471,-42.65543
"POINT (172.485223 -43.640454)",1054700,Lincoln Village Four Square Supermarket,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"5b Gerald Street, Lincoln",(03) 325 2629,,2006-10-29 13:27:06,2007-05-14 21:54:14,172.485223,-43.640454
"POINT (169.848800999967494 -46.279997999913263)",1054710,Mays Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"92 Eddystone Street, Kaitangata",(03) 413 9699,,2006-10-29 13:27:06,2006-10-29 13:27:06,169.848801,-46.2799979999
"POINT (174.456024000001065 -35.874237999999494)",1056490,Bream Bay Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Shop 2, Town Centre, Marsden Point Road, Bream Bay",(09) 432 7873,,2006-10-29 13:28:33,2007-09-10 20:42:13,174.456024,-35.874238
"POINT (169.728554999961744 -46.242105999891578)",1054750,Rosebank Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"180 Clyde Street, Balclutha",(03) 418 0811,,2006-10-29 13:27:08,2006-10-29 13:27:08,169.728555,-46.2421059999
"POINT (170.46975999998665 -44.733074999977809)",1054780,Kurow Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"49 Bledisloe Street, Kurow",(03) 436 0720,,2006-10-29 13:27:09,2006-10-29 13:27:09,170.46976,-44.733075
"POINT (175.281565000010062 -40.472464999990123)",1030930,New World Foxton,supermarket,http://www.newworld.co.nz,"Cnr Main & Whyte Streets, Foxton",(06) 363 7160,7 days 7am-8pm,2006-08-31 14:05:20,2007-03-08 15:27:19,175.281565,-40.472465
"POINT (168.661336999894331 -45.030468999434135)",1054800,Alpine Four Square Supermarket,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"Shotover Street, Queenstown",(03) 442 8961,,2006-10-29 13:27:11,2007-03-29 12:23:44,168.661337,-45.0304689994
"POINT (169.394716999935184 -45.253233999811691)",1054870,Tarbert St Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"91 Tarbert Street, Alexandra",(03) 448 8598,,2006-10-29 13:27:14,2006-10-29 13:27:14,169.394717,-45.2532339998
"POINT (170.715453999992491 -45.48525399998767)",1054910,East Otago Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"24 Sanday Street, Palmerston",(03) 465 1117,,2006-10-29 13:27:16,2006-10-29 13:27:16,170.715454,-45.485254
"POINT (173.269927 -41.281028)",1055000,Victory Four Square Supermarket,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"148 Toi Toi Street, Nelson",(03) 548 2500,,2006-10-29 13:27:20,2007-03-21 08:30:39,173.269927,-41.281028
"POINT (170.714468999992476 -45.484217999987628)",1054920,Palmerston Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"59 Tiverton Street, Palmerston",(03) 465 1164,,2006-10-29 13:27:16,2006-10-29 13:27:16,170.714469,-45.484218
"POINT (172.325699 -41.800286)",1054960,Murchison Four Square Supermarket,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"41 Fairfax Street, Murchison",(03) 523 9007,,2006-10-29 13:27:18,2007-05-14 22:34:08,172.325699,-41.800286
"POINT (173.042826 -41.406234)",1054970,Wakefield Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"22 Edward Street, Wakefield",(03) 541 8470,,2006-10-29 13:27:19,2006-10-29 13:27:19,173.042826,-41.406234
"POINT (173.969148000000104 -41.504526)",1055030,Riversdale Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"101 Budge Street, Blenheim",(03) 578 4992,,2006-10-29 13:27:21,2006-10-29 13:27:21,173.969148,-41.504526
"POINT (171.210394999997675 -44.385129999997247)",1055060,Morgans Road Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"55 Morgans Road, Timaru",(03) 686 0456,,2006-10-29 13:27:23,2006-10-29 13:27:23,171.210395,-44.38513
"POINT (170.969390999995113 -42.714004999994508)",1055080,Fitzherbert Street Four Square Supermarket,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"143 Fitzherbert Street, Hokitika",(03) 755 8165,,2006-10-29 13:27:24,2007-03-29 13:04:04,170.969391,-42.714005
"POINT (176.097375000051017 -40.210547999939166)",1030950,New World Dannevirke,"supermarket, Lotto",http://www.newworld.co.nz,"8 Barraud Street, Dannevirke",(06) 374 7039,"6am-10pm, 7 days a week",2006-08-31 14:05:20,2007-03-18 18:57:19,176.097375,-40.2105479999
"POINT (170.971284999995106 -42.719616999994528)",1055090,Stafford Street Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"140 Stafford Street, Hokitika",(03) 755 8442,,2006-10-29 13:27:24,2006-10-29 13:27:25,170.971285,-42.719617
"POINT (174.838100000003152 -41.108567999997199)",1055130,Titahi Bay Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"13 Whitehouse Road, Titahi Bay",(04) 236 7450,,2006-10-29 13:27:26,2006-10-29 13:27:27,174.8381,-41.108568
"POINT (174.872997000003494 -41.137968999996858)",1055150,Astrolabe Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"52 Astrolabe Street, Porirua",(04) 237 6274,,2006-10-29 13:27:27,2006-10-29 13:27:27,174.872997,-41.137969
"POINT (174.761853000002503 -41.289006999997802)",1055250,Kelburn Four Square Discount,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"97A Upland Road, Kelburn",(04) 475 9951,,2006-10-29 13:27:32,2007-05-07 16:54:43,174.761853,-41.289007
"POINT (174.954662000004333 -41.272507999995923)",1055290,Village Four Square Discount,"supermarket, groceries",http://www.foursquare.co.nz,"8 Moores Valley Road, Wainuiomata",(04) 564 6718,,2006-10-29 13:27:34,2006-10-29 13:27:34,174.954662,-41.272508
"POINT (174.922543000003969 -41.214228999996308)",1055300,Waterloo Four Square Discount,"supermarket, groceries",http://www.foursquare.co.nz,"13 Hardy Street, Waterloo",(04) 566 0550,,2006-10-29 13:27:35,2006-10-29 13:27:35,174.922543,-41.214229
"POINT (175.461691000014639 -41.079018999983923)",1055420,Trust House Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"74-76 Main Street, Greytown",(06) 304 8525,,2006-10-29 13:27:41,2006-11-16 17:16:02,175.461691,-41.079019
"POINT (175.02474600000528 -40.86127399999507)",1055340,Waikanae Beach Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"28 Tutere Street, Waikanae",(04) 902 6988,,2006-10-29 13:27:37,2006-10-29 13:27:37,175.024746,-40.861274
"POINT (174.82070800000298 -41.324655999997319)",1055380,Strathmore Four Square,"supermarket, groceries, lotto,liquor retailer, beer, wine",http://www.foursquare.co.nz,"502 Broadway, Strathmore, Wellington",(04) 939 8556,,2006-10-29 13:27:39,2007-05-27 20:20:24,174.820708,-41.324656
"POINT (170.508037999988773 -45.871088999978987)",1122470,Centre City New World,"Supermarket, groceries, food",http://www.newworld.co.nz/,"Great King Street, Dunedin",(03) 477 4677,7 days 8am-10pm,2008-04-29 21:17:23,2008-04-30 08:44:10,170.508038,-45.871089
"POINT (176.219482000068979 -38.129072999932191)",1055920,Western Heights Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"4 Brookland Road, Rotorua",(07) 348 5147,,2006-10-29 13:28:05,2006-10-29 13:28:05,176.219482,-38.1290729999
"POINT (174.28628600000053 -35.59793299999977)",1056500,Hikurangi Four Square (Northland),"supermarket, groceries",http://www.foursquare.co.nz,"29 King Street, Hikurangi",(09) 433 8818,,2006-10-29 13:28:33,2006-10-29 13:28:33,174.286286,-35.597933
"POINT (175.56929200001909 -40.224005999980143)",1029510,Feilding Woolworths,"supermarket, Lotto",http://www.progressive.co.nz,"147 Kimbolton Rd , Feilding",(06) 323 3113,"Mon - Sun, 7am - 10pm",2006-08-31 13:52:51,2007-12-16 14:00:30,175.569292,-40.224006
"POINT (175.153710000007351 -40.763608999992904)",1030790,New World Otaki,supermarket,http://www.newworld.co.nz,"155-163 Main Highway, Otaki",(04) 364 8640,"7 days a week, from 7am to 10pm",2006-08-31 14:05:17,2007-09-20 19:48:15,175.15371,-40.763609
"POINT (176.086686000053874 -38.687849999945449)",1055970,Foodworld Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"106 Rifle Range Road, Taupo",(07) 378 6207,,2006-10-29 13:28:08,2006-10-29 13:28:08,176.086686,-38.6878499999
"POINT (174.831225000003087 -41.323135999997227)",1055240,Seatoun Four Square Discount,"supermarket, groceries",http://www.foursquare.co.nz,"35 Falkirk Avenue, Seatoun",(04) 388 7061,,2006-10-29 13:27:32,2006-10-29 13:27:32,174.831225,-41.323136
"POINT (175.240756000009981 -37.752885999992458)",1031380,New World Te Rapa,"supermarket, Lotto",http://www.newworld.co.nz,"751 Te Rapa Road, Te Rapa",,"7:30am - 10pm, 7 days",2006-08-31 14:05:32,2007-05-14 22:50:55,175.240756,-37.752886
"POINT (173.950555000000122 -35.22581)",1031280,New World Kerikeri,"supermarket, Lotto",http://www.newworld.co.nz,"99 Kerikeri Road, Kerikeri",(09) 407 0200,"8am-9pm, 7 days a week",2006-08-31 14:05:29,2007-05-14 22:48:55,173.950555,-35.22581
"POINT (174.322257000000661 -35.683217999999712)",1030160,Tikipunga Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"Cnr Paramount Parade & Wanaka St, Tikipunga",(09) 435 0855,7 days 7am-10pm,2006-08-31 13:53:07,2007-03-18 18:52:15,174.322257,-35.683218
"POINT (174.897194000003708 -41.28991599999658)",1055280,Eastbourne Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Cnr Rimu & Oroua Streets, Eastbourne",(04) 562 7343,,2006-10-29 13:27:34,2007-04-15 15:38:10,174.897194,-41.289916
"POINT (174.321127000000644 -35.708541999999717)",1030170,Kensington Woolworths,"supermarket, Lotto",http://www.progressive.co.nz,"1 Kensington Avenue, Whangarei",(09) 437 2077,"Mon - Sun, 7am - 10pm",2006-08-31 13:53:07,2007-10-11 00:16:15,174.321127,-35.708542
"POINT (174.725012000002522 -36.811307999998519)",1030480,Birkenhead Countdown,supermarket,http://www.progressive.co.nz,"Cnr Highbury Pass & Birkenhead Ave, Birkenhead",(09) 480 0675,"Mon - Sun, 7am - 10pm",2006-08-31 13:53:14,2007-08-19 00:42:43,174.725012,-36.811308
"POINT (171.74403399999963 -43.903468999999667)",1030510,New World Ashburton,"supermarket, Lotto",http://www.newworld.co.nz,"54 Park Street, Ashburton",(03) 308 4050,"8am-9pm, 7 days a week",2006-08-31 14:05:09,2007-10-16 17:54:39,171.744034,-43.903469
"POINT (175.705769000028084 -36.830404999978064)",1056140,Buffalo Beach Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"3 Albert Street, Whitianga",(07) 866 5702,,2006-10-29 13:28:16,2006-10-29 13:28:16,175.705769,-36.830405
"POINT (175.139031000007094 -40.752378999993191)",1055200,Otaki Four Square Discount,"supermarket, groceries",http://www.foursquare.co.nz,"42 Main Street, Otaki",(04) 364 8009,,2006-10-29 13:27:30,2006-11-16 17:16:01,175.139031,-40.752379
"POINT (175.143185000007918 -37.404289999994369)",1056040,Te Kauwhata Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"6 Main Rd, Te Kauwhata",(07) 826 3868,,2006-10-29 13:28:11,2007-03-08 15:24:13,175.143185,-37.40429
"POINT (174.786873000003055 -36.94272999999815)",1030330,Mangere Bridge SuperValue,supermarket,http://www.progressive.co.nz,"40 Coronation Road, Mangere Bridge",(09) 636 8424,"Mon - Sun, 6am - 9pm",2006-08-31 13:53:10,2007-07-10 16:20:23,174.786873,-36.94273
"POINT (174.796686000002779 -41.318607999997539)",1028770,PAK 'n SAVE Kilbirnie,supermarket,http://www.paknsavekilbirnie.co.nz,"78 Rongotai Road, Kilbirnie",(04) 801 5068,"6am - midnight, 7 days a week",2006-08-31 11:40:17,2008-05-04 11:41:05,174.796686,-41.318608
"POINT (170.970804999995778 -45.097260999994013)",1029220,Oamaru Countdown,supermarket,http://www.progressive.co.nz,"108-116 Thames St, Oamaru",(03) 434 8127,Mon-Sun 7am-9pm,2006-08-31 13:52:44,2006-09-01 11:55:21,170.970805,-45.097261
"POINT (174.014560000000131 -35.38751)",1056320,Moerewa Blue Lagoon Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Main Road, Moerewa, Northland",(09) 404 0734,,2006-10-29 13:28:25,2007-01-07 14:09:33,174.01456,-35.38751
"POINT (172.759945 -43.569509)",1029060,Sumner SuperValue,supermarket,http://www.progressive.co.nz,"Village Mall, Sumner",(03) 326 5688,"Mon - Sun, 7am - 8pm",2006-08-31 13:52:40,2007-04-15 15:04:00,172.759945,-43.569509
"POINT (176.254153000072989 -38.143258999927632)",1029730,Rotorua Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"246 Fenton St, Rotorua",(07) 350 3277,"Mon - Sun, 24 hours",2006-08-31 13:52:56,2007-03-18 18:48:35,176.254153,-38.1432589999
"POINT (169.7431209999624 -46.238433999894433)",1030600,New World Balclutha,"supermarket, Lotto",http://www.newworld.co.nz,"9 Lanark Street, Balclutha",(03) 418 2850,"8am-7pm, 7 days a week",2006-08-31 14:05:12,2007-03-18 15:06:11,169.743121,-46.2384339999
"POINT (174.615711000001795 -36.866670999998995)",1030390,Swanson Gull Woolworths Quickstop,"supermarket, petrol station",http://www.progressive.co.nz,"222 Swanson Road, Henderson",(09) 836 3247,"Mon - Sun, 24 hours",2006-08-31 13:53:12,2006-09-01 11:55:28,174.615711,-36.866671
"POINT (175.273132000010776 -37.77953399999177)",1028870,PAK 'n SAVE Mill Street,supermarket,http://www.paknsave.co.nz,"Mill Street, Hamilton",(07) 839 7870,"8am-10pm, 7 days a week",2006-08-31 11:40:20,2007-01-06 14:53:42,175.273132,-37.779534
"POINT (174.881070000003973 -36.991439999997482)",1029980,Manukau Foodtown,supermarket,http://www.progressive.co.nz,"Shop 99, Westfield Manukau City",(09) 262 1908,"Mon - Sun, 8am -10pm",2006-08-31 13:53:02,2008-05-22 22:40:48,174.88107,-36.99144
"POINT (169.315285999933081 -45.540916999783462)",1054850,Roxburgh Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"110 Scotland Street, Roxburgh",(03) 446 8282,,2006-10-29 13:27:13,2006-10-29 13:27:13,169.315286,-45.5409169998
"POINT (174.86922400000384 -37.033142999997565)",1031230,New World Clendon,"supermarket, Lotto",http://www.newworld.co.nz,"Clendon Town Centre, Roscommon Rd, Manurewa, Auckland",(09) 266 5010,"7am - 10pm, 7 days a week",2006-08-31 14:05:28,2007-11-11 21:51:09,174.869224,-37.033143
"POINT (175.915786000041322 -37.560069999963922)",1029760,KatiKati Woolworths,supermarket,http://www.progressive.co.nz,"123 - 131 Main Road, Katikati",(07) 549 0444,"Mon - Sun, 7am - 10pm",2006-08-31 13:52:57,2006-11-16 17:13:45,175.915786,-37.56007
"POINT (173.095809 -41.2532)",1054960,Mapua Four Square Supermarket,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"64 Aranui Road, Mapua",(03) 540 2890,,2006-10-29 13:27:18,2007-05-14 22:10:38,173.095809,-41.2532
"POINT (174.809749000003251 -36.897870999998034)",1056590,Ellerslie Four Square,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"126 Main Highway, Ellerslie",(09) 579 5259,,2006-10-29 13:28:38,2007-03-18 18:58:50,174.809749,-36.897871
"POINT (174.780248000002643 -41.314455999997655)",1030810,New World Newtown,supermarket,http://www.newworld.co.nz,"195 Riddiford Street, Newtown",(04) 389 7015,"7am-11pm, 7 days a week",2006-08-31 14:05:17,2007-11-04 16:05:39,174.780248,-41.314456
"POINT (174.730710000002517 -37.251589999998451)",1029950,Waiuku SuperValue,supermarket,http://www.progressive.co.nz,"67/69 Queen Street, Waiuku",(09) 235 9704,"Mon - Sun, 7am - 8pm",2006-08-31 13:53:01,2006-11-16 17:13:46,174.73071,-37.25159
"POINT (175.458127000014429 -41.219644999983956)",1055430,Jellicoe Street Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"27 Jellicoe Street, Martinborough",(06) 306 9161,,2006-10-29 13:27:41,2006-10-29 13:27:41,175.458127,-41.219645
"POINT (175.755234000027485 -40.290237999969698)",1055490,Ashurst Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"122 Cambridge Avenue, Ashurst",(06) 326 8104,,2006-10-29 13:27:44,2006-10-29 13:27:44,175.755234,-40.290238
"POINT (174.634372000001804 -39.76373799999871)",1055540,Waverley Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"50 Weraroa Road, Waverley",(06) 346 5014,,2006-10-29 13:27:47,2006-10-29 13:27:47,174.634372,-39.763738
"POINT (175.633639000021617 -40.363074999976803)",1055600,Hokowhitu Four Square,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"354 Albert Street, Hokowhitu, Palmerston North",(06) 357 8680,,2006-10-29 13:27:50,2007-05-07 16:46:09,175.633639,-40.363075
"POINT (175.200287000008302 -40.55058899999203)",1055630,Waitarere Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"651 Waitarere Beach Road, Waitarere",(06) 368 6104,,2006-10-29 13:27:51,2006-10-29 13:27:51,175.200287,-40.550589
"POINT (174.042528000000175 -39.067454)",1055680,Blagdon Four Square Discount,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"543 Devon St West, New Plymouth",(06) 751 2194,,2006-10-29 13:27:54,2007-03-18 15:08:59,174.042528,-39.067454
"POINT (174.045709000000159 -39.063341)",1055680,Moturoa Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"3 Lawry Street, New Plymouth",(06) 751 1372,,2006-10-29 13:27:53,2006-10-29 13:27:53,174.045709,-39.063341
"POINT (174.085485000000261 -39.080510999999895)",1055710,Vogeltown Four Square Discount,"supermarket, groceries",http://www.foursquare.co.nz,"333 Carrington Street, New Plymouth",(06) 753 5014,,2006-10-29 13:27:55,2006-10-29 13:27:55,174.085485,-39.080511
